1.000000	0.000000	3.139462	0.218355	24.902396	2.756313	-0.000040
2.000000	0.335000	2.963107	0.220811	24.267087	1.372782	-0.005654
3.000000	0.670278	2.712238	0.218884	22.884931	3.364291	-0.007192
4.000000	1.340556	-2.409318	0.213751	19.888701	1.914377	-0.016765
5.000000	1.675556	2.257940	0.217293	19.346337	2.315164	0.003393
6.000000	2.010833	2.155792	0.224819	19.630006	3.007092	-0.000746
7.000000	2.345833	2.135226	0.219752	20.579767	-0.031221	-0.005052
8.000000	2.681111	2.096979	0.225855	21.544724	2.963817	-0.007541
9.000000	3.016389	-2.039235	0.222814	21.329893	2.305025	-0.005466
10.000000	3.351667	2.071440	0.193609	22.393385	3.465163	-0.010079
11.000000	3.686667	-1.848033	0.223494	20.694465	2.190899	-0.006545
12.000000	4.021944	1.729273	0.225117	19.676753	3.173736	-0.005337
13.000000	4.356944	1.678753	0.219624	19.462417	1.622886	-0.001594
14.000000	4.691944	1.674007	0.189475	19.554477	2.740611	0.001845
15.000000	5.027222	-1.462326	0.230922	18.365403	2.479775	-0.008325
16.000000	5.362222	1.469430	0.224201	19.447228	1.650720	-0.006269
17.000000	5.697500	1.440546	0.222771	19.628565	2.765645	-0.004141
18.000000	6.032500	-1.418586	0.218411	20.511298	0.621858	0.001005
19.000000	6.367500	-1.412823	0.199446	20.435320	1.068747	0.000665
20.000000	6.702778	1.398693	0.201955	21.767436	3.589245	-0.004906
21.000000	7.037778	-1.240099	0.223975	19.623147	0.644871	-0.009024
22.000000	7.372778	-1.213072	0.193950	19.280503	2.667884	-0.014497
23.000000	7.708056	-1.108501	0.226601	18.584148	2.531217	-0.008511
24.000000	8.043056	-1.086783	0.216093	18.686312	0.554258	-0.006479
25.000000	8.378056	1.012210	0.224116	18.291973	-0.025177	-0.006972
26.000000	8.713333	1.004687	0.218997	19.025924	0.181372	-0.008189
27.000000	9.048333	1.115088	0.223781	24.759768	0.865499	-0.006439
28.000000	9.383333	0.925035	0.222407	18.984636	0.148959	-0.005405
29.000000	10.053611	-0.917631	0.229950	21.232155	5.796580	-0.004017
30.000000	10.388611	-0.958786	0.199045	22.870805	2.149886	-0.004825
31.000000	10.723611	0.891243	0.209511	22.262448	-0.382579	-0.005490
32.000000	11.058889	0.746080	0.235463	20.104849	2.555046	-0.010643
33.000000	11.393889	0.726284	0.212695	18.802199	0.060388	-0.006408
34.000000	11.728889	0.668421	0.218261	17.215052	3.142190	-0.008603
35.000000	12.063889	-0.661772	0.217658	17.632998	2.035253	-0.007918
36.000000	12.398889	0.690418	0.210450	18.845477	1.905657	-0.003627
37.000000	12.734167	0.680050	0.207853	20.923993	3.192886	-0.007384
38.000000	13.069167	0.760319	0.188031	26.289374	1.051660	0.001985
39.000000	13.404444	-0.685020	0.219045	24.018160	5.355156	-0.005585
40.000000	14.074722	0.609767	0.178883	21.264765	0.660382	-0.000329
41.000000	14.410000	0.550515	0.226603	20.759011	0.049132	-0.006080
42.000000	14.745000	-0.536719	0.219209	19.810211	1.242122	-0.008883
43.000000	15.080278	-0.546118	0.191023	21.643804	0.534486	-0.006438
44.000000	15.415278	-0.543038	0.228114	25.718314	0.960694	-0.008174
45.000000	15.750556	0.552131	0.223048	27.554882	-0.100459	-0.004588
